"","1","2","3","4","5","6"
"flatten",0,0,0,1.53296515980499e-05,0,0
"flattened",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"flavin",0,0,0,1.87986656868336e-05,2.46247294176073e-05,0
"flavolineata",0,0,0,1.53296515980499e-05,0,0
"flaws",0,0,0,1.53296515980499e-05,0,0
"fleig",0,0,0,1.53296515980499e-05,0,0
"fleishmann",0,0,0,1.53296515980499e-05,0,0
"flemish",0,0,0,1.53296515980499e-05,0,0
"flesh",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"fletcher",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.5381657373582e-05
"flexibly",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"flieger",0,0,0,1.53296515980499e-05,0,0
"fligge",0,0,0,1.53296515980499e-05,0,0
"flights",0,0,0,6.57953299039175e-05,1.64164862784049e-05,0
"flip",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"flipflop",0,0,0,1.53296515980499e-05,0,0
"flipped",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"flippedout",0,0,0,1.53296515980499e-05,0,0
"flk",0,0,0,7.66482579902493e-05,0,0
"flkexpressing",0,0,0,1.53296515980499e-05,0,0
"flkpositive",0,0,0,1.53296515980499e-05,0,0
"float",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"floats",0,0,0,4.59889547941496e-05,0,0
"flohrs",0,0,0,1.53296515980499e-05,0,0
"floirac",0,0,0,1.53296515980499e-05,0,0
"flood",0,0,0,4.15122312824314e-05,3.62517737475012e-05,1.15362430301865e-05
"floodbasalt",0,0,0,1.53296515980499e-05,0,0
"flooded",0,0,0,3.06593031960997e-05,0,0
"flooding",0,0,0,1.53296515980499e-05,0,0
"floored",0,0,0,1.53296515980499e-05,0,0
"flora",0,0,0,1.53296515980499e-05,0,0
"floridanum",0,0,0,3.06593031960997e-05,0,0
"flotillin",0,0,0,3.06593031960997e-05,0,0
"flouquet",0,0,0,3.06593031960997e-05,0,0
"flourished",0,0,0,1.53296515980499e-05,0,0
"fluctuate",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"fluctuated",0,0,0,1.53296515980499e-05,0,0
"fluctuating",0,0,0,1.77909562638992e-05,1.55364744632148e-05,7.690828686791e-06
"fluge",0,0,0,1.53296515980499e-05,0,0
"fluiddensity",0,0,0,1.53296515980499e-05,0,0
"fluidic",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"fluidphase",0,0,0,3.06593031960997e-05,0,0
"fluidrock",0,0,0,1.53296515980499e-05,0,0
"fluidsis",0,0,0,1.53296515980499e-05,0,0
"fluorescens",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"fluoride",0,0,0,3.06593031960997e-05,0,0
"fluorite",0,0,0,1.53296515980499e-05,0,0
"fluorocarbons",0,0,0,1.53296515980499e-05,0,0
"fluorohydride",0,0,0,1.53296515980499e-05,0,0
"fluorures",0,0,0,1.53296515980499e-05,0,0
"flushed",0,0,0,1.53296515980499e-05,0,0
"flushing",0,0,0,6.13186063921994e-05,0,0
"fluxline",0,0,0,6.13186063921994e-05,0,0
"flyby",0,0,0,1.53296515980499e-05,0,0
"flycatchers",0,0,0,1.53296515980499e-05,0,0
"flynn",0,0,0,9.39933284341679e-06,2.46247294176073e-05,0
"fnoltinglblgov",0,0,0,1.53296515980499e-05,0,0
"focal",0,0,0,1.77909562638992e-05,6.73247226739308e-05,2.3072486060373e-05
"fock",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"foggy",0,0,0,4.59889547941496e-05,0,0
"folarin",0,0,0,1.53296515980499e-05,0,0
"folger",0,0,0,1.53296515980499e-05,0,0
"folke",0,0,0,1.53296515980499e-05,0,0
"fominstitute",0,0,0,1.53296515980499e-05,0,0
"fompeyrine",0,0,0,1.53296515980499e-05,0,0
"fondamentale",0,0,0,1.53296515980499e-05,0,0
"fong",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"fonseca",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"font",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fonzo",0,0,0,1.53296515980499e-05,0,0
"foodborne",0,0,0,6.13186063921994e-05,0,0
"foodchain",0,0,0,0.000137966864382449,0,0
"foods",0,0,0,3.06593031960997e-05,0,0
"foodweb",0,0,0,2.81979985302504e-05,8.20824313920244e-06,0
"foothair",0,0,0,1.53296515980499e-05,0,0
"footprint",0,0,0,1.53296515980499e-05,0,0
"foraged",0,0,0,1.53296515980499e-05,0,0
"foragers",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"foraging",0,0,0,5.93031875463306e-06,1.55364744632148e-05,7.690828686791e-06
"foraminifer",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"foraminifera",0,0,0,7.66482579902493e-05,0,0
"foraminiferal",0,0,0,9.19779095882991e-05,0,0
"foraminifers",0,0,0,4.59889547941496e-05,0,0
"forcefully",0,0,0,1.53296515980499e-05,0,0
"forceinduced",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"forcet",0,0,0,1.53296515980499e-05,0,0
"forchel",0,0,0,1.53296515980499e-05,0,0
"forcing",0,0,0,0.000100815418828762,2.07152992842864e-05,5.3835800807537e-05
"forcings",0,0,0,1.87986656868336e-05,2.46247294176073e-05,0
"ford",0,0,0,1.18606375092661e-05,5.1788248210716e-06,7.690828686791e-06
"forebrainevoked",0,0,0,1.53296515980499e-05,0,0
"forecast",0,0,0,1.77909562638992e-05,5.1788248210716e-06,3.8454143433955e-06
"forecasted",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"forecasts",0,0,0,5.63959970605007e-05,0,1.82845126020514e-05
"forehead",0,0,0,1.53296515980499e-05,0,0
"foreignatom",0,0,0,3.06593031960997e-05,0,0
"foreshortened",0,0,0,1.53296515980499e-05,0,0
"forestall",0,0,0,1.53296515980499e-05,0,0
"forestalled",0,0,0,1.53296515980499e-05,0,0
"forestation",0,0,0,7.66482579902493e-05,0,0
"forestderived",0,0,0,1.53296515980499e-05,0,0
"forested",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"forests",0,0,0,7.70941438102298e-05,1.55364744632148e-05,5.76812151509325e-05
"forfeit",0,0,0,1.53296515980499e-05,0,0
"forges",0,0,0,1.53296515980499e-05,0,0
"forkhead",0,0,0,5.63959970605007e-05,1.64164862784049e-05,0
"forkheadlike",0,0,0,1.53296515980499e-05,0,0
"forkheadwinged",0,0,0,1.53296515980499e-05,0,0
"formalin",0,0,0,1.53296515980499e-05,0,0
"formalininduced",0,0,0,1.53296515980499e-05,0,0
"formally",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"formats",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"formerly",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.15362430301865e-05
"formidable",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"formsare",0,0,0,1.53296515980499e-05,0,0
"formulate",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"formulathat",0,0,0,1.53296515980499e-05,0,0
"formulation",0,0,0,1.87986656868336e-05,1.64164862784049e-05,0
"fornacon",0,0,0,1.53296515980499e-05,0,0
"forschungsstelle",0,0,0,1.53296515980499e-05,0,0
"forsterite",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"forth",0,0,0,1.53296515980499e-05,0,0
"forwards",0,0,0,1.53296515980499e-05,0,0
"fossilfuel",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"fossiliferous",0,0,0,1.53296515980499e-05,0,0
"fossorial",0,0,0,1.53296515980499e-05,0,0
"foulkes",0,0,0,1.53296515980499e-05,0,0
"foundress",0,0,0,3.06593031960997e-05,0,0
"foundresses",0,0,0,1.53296515980499e-05,0,0
"fourcell",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"fourhelix",0,0,0,1.53296515980499e-05,0,0
"fourhelixbundle",0,0,0,1.53296515980499e-05,0,0
"fourier",0,0,0,1.18606375092661e-05,1.03576496421432e-05,7.690828686791e-06
"fours",0,0,0,1.53296515980499e-05,0,0
"fpcontaining",0,0,0,1.53296515980499e-05,0,0
"fps",0,0,0,6.13186063921994e-05,0,0
"fractal",0,0,0,2.37212750185322e-05,1.03576496421432e-05,1.15362430301865e-05
"fractional",0,0,0,2.96515937731653e-05,3.10729489264296e-05,3.8454143433955e-05
"fractionations",0,0,0,4.59889547941496e-05,0,0
"fractionsof",0,0,0,1.53296515980499e-05,0,0
"fractured",0,0,0,4.59889547941496e-05,0,0
"fractures",0,0,0,0.000122637212784399,0,0
"fradin",0,0,0,1.53296515980499e-05,0,0
"fraga",0,0,0,1.53296515980499e-05,0,0
"fragilestrong",0,0,0,3.06593031960997e-05,0,0
"fragiletostrong",0,0,0,1.53296515980499e-05,0,0
"fragmentfc",0,0,0,1.53296515980499e-05,0,0
"frail",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"franceschi",0,0,0,3.06593031960997e-05,0,0
"franck",0,0,0,1.77909562638992e-05,5.1788248210716e-06,1.15362430301865e-05
"frankfurtmain",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"frankham",0,0,0,1.53296515980499e-05,0,0
"fransz",0,0,0,1.53296515980499e-05,0,0
"franzò",0,0,0,1.53296515980499e-05,0,0
"frança",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"françois",0,0,0,1.53296515980499e-05,0,0
"frasier",0,0,0,1.53296515980499e-05,0,0
"fraumeni",0,0,0,1.53296515980499e-05,0,0
"fray",0,0,0,1.53296515980499e-05,0,0
"frazzled",0,0,0,0.000107307561186349,0,0
"frazzleddependent",0,0,0,1.53296515980499e-05,0,0
"fre",0,0,0,1.53296515980499e-05,0,0
"freeair",0,0,0,1.53296515980499e-05,0,0
"freed",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"freeelectron",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.92270717169775e-05
"freeelectronlike",0,0,0,1.53296515980499e-05,0,0
"freeenergy",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"freeoscillation",0,0,0,1.53296515980499e-05,0,0
"freeradicalmediated",0,0,0,1.53296515980499e-05,0,0
"freeradicalproducing",0,0,0,1.53296515980499e-05,0,0
"freespace",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"freestanding",0,0,0,9.39933284341679e-06,3.28329725568098e-05,0
"freezes",0,0,0,1.53296515980499e-05,0,0
"freiredelima",0,0,0,1.53296515980499e-05,0,0
"freitasjunior",0,0,0,1.53296515980499e-05,0,0
"frenzel",0,0,0,1.53296515980499e-05,0,0
"frequencydependent",0,0,0,9.39933284341679e-06,0,3.04741876700857e-05
"frequencyofuse",0,0,0,1.53296515980499e-05,0,0
"frequencyspecific",0,0,0,1.53296515980499e-05,0,0
"freund",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"frew",0,0,0,1.53296515980499e-05,0,0
"frexneri",0,0,0,1.53296515980499e-05,0,0
"frey",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.15362430301865e-05
"freymueller",0,0,0,1.53296515980499e-05,0,0
"frictional",0,0,0,5.93031875463306e-06,3.10729489264296e-05,3.8454143433955e-06
"friedlander",0,0,0,1.53296515980499e-05,0,0
"friedrichmiescherlaboratorium",0,0,0,1.53296515980499e-05,0,0
"friendly",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"frightening",0,0,0,1.53296515980499e-05,0,0
"fringe",0,0,0,0.000260604077166847,0,0
"fringedependent",0,0,0,1.53296515980499e-05,0,0
"fringenotch",0,0,0,4.59889547941496e-05,0,0
"fringes",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"frishman",0,0,0,1.53296515980499e-05,0,0
"frisén",0,0,0,1.53296515980499e-05,0,0
"fritz",0,0,0,9.39933284341679e-06,0,2.43793501360685e-05
"frizzled",0,0,0,3.75973313736672e-05,0,1.21896750680343e-05
"frohme",0,0,0,1.53296515980499e-05,0,0
"frontier",0,0,0,5.93031875463306e-06,1.55364744632148e-05,2.69179004037685e-05
"frontline",0,0,0,1.53296515980499e-05,0,0
"fronts",0,0,0,1.87986656868336e-05,2.46247294176073e-05,0
"frosst",0,0,0,1.53296515980499e-05,0,0
"frost",0,0,0,4.69966642170839e-05,0,6.09483753401714e-06
"fruiting",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"fruitingbody",0,0,0,1.53296515980499e-05,0,0
"frutos",0,0,0,1.53296515980499e-05,0,0
"fryman",0,0,0,1.53296515980499e-05,0,0
"fryns",0,0,0,1.53296515980499e-05,0,0
"fschapinlteruafedu",0,0,0,1.53296515980499e-05,0,0
"ftsy",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"ftsz",0,0,0,1.53296515980499e-05,0,0
"fuca",0,0,0,3.06593031960997e-05,0,0
"fucose",0,0,0,3.75973313736672e-05,8.20824313920244e-06,0
"fucosespecific",0,0,0,1.53296515980499e-05,0,0
"fuelcell",0,0,0,3.06593031960997e-05,0,0
"fuelled",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.15362430301865e-05
"fuels",0,0,0,1.77909562638992e-05,2.5894124105358e-05,2.3072486060373e-05
"fuentesbiochemmpgde",0,0,0,1.53296515980499e-05,0,0
"fuentesprior",0,0,0,1.53296515980499e-05,0,0
"fujinuma",0,0,0,1.53296515980499e-05,0,0
"fujitsu",0,0,0,1.53296515980499e-05,0,0
"fujiwara",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.5381657373582e-05
"fujiyama",0,0,0,1.53296515980499e-05,0,0
"fujiyoshi",0,0,0,1.53296515980499e-05,0,0
"fukuhara",0,0,0,1.53296515980499e-05,0,0
"fukuoka",0,0,0,1.87986656868336e-05,0,2.43793501360685e-05
"fulfilled",0,0,0,1.53296515980499e-05,0,0
"fullerene",0,0,0,6.13186063921994e-05,0,0
"fullerenelike",0,0,0,3.06593031960997e-05,0,0
"fullereneorganic",0,0,0,1.53296515980499e-05,0,0
"fullerenes",0,0,0,9.19779095882991e-05,0,0
"fullerton",0,0,0,1.53296515980499e-05,0,0
"fullfledged",0,0,0,1.53296515980499e-05,0,0
"fullgrown",0,0,0,1.53296515980499e-05,0,0
"fulton",0,0,0,5.93031875463306e-06,4.66094233896444e-05,1.92270717169775e-05
"fumiferana",0,0,0,1.53296515980499e-05,0,0
"funakoshi",0,0,0,1.53296515980499e-05,0,0
"functionalities",0,0,0,1.87986656868336e-05,0,3.04741876700857e-05
"functionality",0,0,0,2.37212750185322e-05,1.03576496421432e-05,4.22995577773505e-05
"funding",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fungicidal",0,0,0,1.53296515980499e-05,0,0
"fungusmediated",0,0,0,1.53296515980499e-05,0,0
"fur",0,0,0,0.000159788658338085,0,1.21896750680343e-05
"furlan",0,0,0,1.53296515980499e-05,0,0
"fusionbased",0,0,0,1.53296515980499e-05,0,0
"fusionbridge",0,0,0,1.53296515980499e-05,0,0
"fuster",0,0,0,1.53296515980499e-05,0,0
"fxrbfychalmersse",0,0,0,1.53296515980499e-05,0,0
"fyhrquist",0,0,0,1.53296515980499e-05,0,0
"förster",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"gaas",0,0,0,1.77909562638992e-05,2.5894124105358e-05,7.690828686791e-06
"gabaaligandgated",0,0,0,1.53296515980499e-05,0,0
"gabab",0,0,0,2.81979985302504e-05,0.000106707160809632,0
"gabbro",0,0,0,3.06593031960997e-05,0,0
"gabbroeclogite",0,0,0,1.53296515980499e-05,0,0
"gabbroic",0,0,0,1.53296515980499e-05,0,0
"gabbros",0,0,0,4.59889547941496e-05,0,0
"gabel",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"gad",0,0,0,4.69966642170839e-05,1.64164862784049e-05,0
"gadbaw",0,0,0,1.53296515980499e-05,0,0
"gadd",0,0,0,4.59889547941496e-05,0,0
"gadids",0,0,0,1.53296515980499e-05,0,0
"gadsby",0,0,0,1.53296515980499e-05,0,0
"gaensler",0,0,0,3.06593031960997e-05,0,0
"gage",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"gaggeler",0,0,0,1.53296515980499e-05,0,0
"gagnon",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"gagné",0,0,0,1.53296515980499e-05,0,0
"gaillardet",0,0,0,1.53296515980499e-05,0,0
"gainassisted",0,0,0,3.06593031960997e-05,0,0
"gainesville",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.92270717169775e-05
"gainetdinov",0,0,0,1.53296515980499e-05,0,0
"gains",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.5381657373582e-05
"gajiwala",0,0,0,1.53296515980499e-05,0,0
"galah",0,0,0,1.53296515980499e-05,0,0
"galapagos",0,0,0,1.53296515980499e-05,0,0
"galaxygalaxy",0,0,0,1.53296515980499e-05,0,0
"galaxys",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"gale",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"galileo",0,0,0,2.37212750185322e-05,5.1788248210716e-06,7.690828686791e-06
"galileos",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"galleries",0,0,0,1.53296515980499e-05,0,0
"galligan",0,0,0,1.53296515980499e-05,0,0
"gallinger",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"gallium",0,0,0,4.69966642170839e-05,1.64164862784049e-05,0
"gallopin",0,0,0,1.53296515980499e-05,0,0
"galphat",0,0,0,6.13186063921994e-05,0,0
"galvin",0,0,0,1.53296515980499e-05,0,0
"galvp",0,0,0,1.53296515980499e-05,0,0
"galy",0,0,0,1.53296515980499e-05,0,0
"galánmascarós",0,0,0,1.53296515980499e-05,0,0
"galápagos",0,0,0,3.06593031960997e-05,0,0
"gam",0,0,0,2.81979985302504e-05,0,2.43793501360685e-05
"games",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"gametophytic",0,0,0,3.06593031960997e-05,0,0
"gamlin",0,0,0,1.53296515980499e-05,0,0
"gammaaminobutyricacid",0,0,0,1.53296515980499e-05,0,0
"gammacop",0,0,0,3.06593031960997e-05,0,0
"gammadelta",0,0,0,6.13186063921994e-05,0,0
"gammadeltatcr",0,0,0,7.66482579902493e-05,0,0
"gammairradiation",0,0,0,1.53296515980499e-05,0,0
"gammaproteobacteria",0,0,0,1.53296515980499e-05,0,0
"gammaproteobacterium",0,0,0,1.53296515980499e-05,0,0
"gammaradiation",0,0,0,4.59889547941496e-05,0,0
"gammarigg",0,0,0,1.53296515980499e-05,0,0
"gammariii",0,0,0,6.13186063921994e-05,0,0
"gammasecretase",0,0,0,7.51946627473343e-05,9.02906745312268e-05,0
"gammasecretases",0,0,0,1.53296515980499e-05,0,0
"gammashort",0,0,0,1.53296515980499e-05,0,0
"gammaspinel",0,0,0,3.06593031960997e-05,0,0
"gammat",0,0,0,3.06593031960997e-05,0,0
"gammel",0,0,0,1.53296515980499e-05,0,0
"gamnegative",0,0,0,1.53296515980499e-05,0,0
"gan",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.92270717169775e-05
"ganachaud",0,0,0,1.53296515980499e-05,0,0
"ganachoifremerfr",0,0,0,1.53296515980499e-05,0,0
"ganalgan",0,0,0,1.53296515980499e-05,0,0
"gandhi",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"ganellin",0,0,0,1.53296515980499e-05,0,0
"ganga",0,0,0,9.39933284341679e-06,0,2.43793501360685e-05
"gangliaforebrain",0,0,0,4.59889547941496e-05,0,0
"gangliosideenriched",0,0,0,1.53296515980499e-05,0,0
"ganssen",0,0,0,1.53296515980499e-05,0,0
"gao",0,0,0,2.37212750185322e-05,5.69670730317876e-05,0.000123053258988656
"gapless",0,0,0,1.53296515980499e-05,0,0
"gapped",0,0,0,1.53296515980499e-05,0,0
"garber",0,0,0,1.53296515980499e-05,0,0
"garching",0,0,0,1.77909562638992e-05,5.1788248210716e-05,0.000103826187271679
"gardell",0,0,0,1.53296515980499e-05,0,0
"gardiner",0,0,0,1.18606375092661e-05,2.07152992842864e-05,1.15362430301865e-05
"garman",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"garnet",0,0,0,5.63959970605007e-05,0,2.43793501360685e-05
"garnier",0,0,0,1.53296515980499e-05,0,0
"gasb",0,0,0,4.59889547941496e-05,0,0
"gase",0,0,0,1.53296515980499e-05,0,0
"gaseous",0,0,0,1.77909562638992e-05,2.5894124105358e-05,1.15362430301865e-05
"gashydrate",0,0,0,1.53296515980499e-05,0,0
"gashydraterich",0,0,0,1.53296515980499e-05,0,0
"gasperini",0,0,0,1.53296515980499e-05,0,0
"gasperis",0,0,0,1.53296515980499e-05,0,0
"gasphase",0,0,0,7.66482579902493e-05,0,0
"gasrich",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"gaston",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"gastriggered",0,0,0,1.53296515980499e-05,0,0
"gastritis",0,0,0,4.59889547941496e-05,0,0
"gastrulationmuch",0,0,0,1.53296515980499e-05,0,0
"gata",0,0,0,6.52335063009637e-05,2.07152992842864e-05,1.15362430301865e-05
"gataoverexpressing",0,0,0,1.53296515980499e-05,0,0
"gatb",0,0,0,1.53296515980499e-05,0,0
"gatc",0,0,0,1.53296515980499e-05,0,0
"gatd",0,0,0,1.53296515980499e-05,0,0
"gateinduced",0,0,0,1.53296515980499e-05,0,0
"gatekeeper",0,0,0,1.18606375092661e-05,5.1788248210716e-06,7.690828686791e-06
"gatekeepers",0,0,0,1.18606375092661e-05,5.1788248210716e-06,7.690828686791e-06
"gates",0,0,0,2.37212750185322e-05,6.73247226739308e-05,1.5381657373582e-05
"gather",0,0,0,1.53296515980499e-05,0,0
"gathered",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"gatti",0,0,0,1.87986656868336e-05,0,1.21896750680343e-05
"gauge",0,0,0,1.77909562638992e-05,1.03576496421432e-05,3.8454143433955e-06
"gauging",0,0,0,1.53296515980499e-05,0,0
"gauss",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"gaussian",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"gaussianlike",0,0,0,1.53296515980499e-05,0,0
"gavrilets",0,0,0,1.53296515980499e-05,0,0
"gaze",0,0,0,3.06593031960997e-05,0,0
"gbahou",0,0,0,1.53296515980499e-05,0,0
"gbetal",0,0,0,4.59889547941496e-05,0,0
"gbp",0,0,0,3.75973313736672e-05,0,1.21896750680343e-05
"gca",0,0,0,1.53296515980499e-05,0,0
"gcm",0,0,0,9.19779095882991e-05,0,0
"gcmdeficient",0,0,0,4.59889547941496e-05,0,0
"gcnmediated",0,0,0,1.53296515980499e-05,0,0
"gdnf",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"gdosreisbiofufrjbr",0,0,0,1.53296515980499e-05,0,0
"gebo",0,0,0,1.53296515980499e-05,0,0
"gecko",0,0,0,1.53296515980499e-05,0,0
"geckos",0,0,0,4.59889547941496e-05,0,0
"geginat",0,0,0,1.53296515980499e-05,0,0
"gehrels",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.15362430301865e-05
"gehrelsgsfcnasagov",0,0,0,1.53296515980499e-05,0,0
"geiger",0,0,0,1.53296515980499e-05,0,0
"geim",0,0,0,1.53296515980499e-05,0,0
"geimscikunnl",0,0,0,1.53296515980499e-05,0,0
"geisler",0,0,0,1.53296515980499e-05,0,0
"geiss",0,0,0,1.53296515980499e-05,0,0
"geissert",0,0,0,1.53296515980499e-05,0,0
"gelbased",0,0,0,1.53296515980499e-05,0,0
"gelderen",0,0,0,1.53296515980499e-05,0,0
"gelmont",0,0,0,1.53296515980499e-05,0,0
"gem",0,0,0,1.53296515980499e-05,0,0
"geminorum",0,0,0,1.53296515980499e-05,0,0
"gemoc",0,0,0,1.53296515980499e-05,0,0
"gemquality",0,0,0,1.53296515980499e-05,0,0
"gen",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.92270717169775e-05
"genack",0,0,0,1.53296515980499e-05,0,0
"genecarriers",0,0,0,1.53296515980499e-05,0,0
"geneenvironment",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"geneexpression",0,0,0,1.18606375092661e-05,1.03576496421432e-05,7.690828686791e-06
"generalize",0,0,0,1.53296515980499e-05,0,0
"generalpurpose",0,0,0,1.53296515980499e-05,0,0
"generators",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"genetargeted",0,0,0,2.81979985302504e-05,1.64164862784049e-05,0
"genetica",0,0,0,1.53296515980499e-05,0,0
"genitalium",0,0,0,3.06593031960997e-05,0,0
"genodermatosis",0,0,0,1.53296515980499e-05,0,0
"genomebased",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"genomewide",0,0,0,1.77909562638992e-05,0.000331444788548583,0.000103826187271679
"genomics",0,0,0,4.74425500370645e-05,0.000124291795705718,0.000334551047875409
"genoscope",0,0,0,1.53296515980499e-05,0,0
"genotoxins",0,0,0,1.53296515980499e-05,0,0
"genotyping",0,0,0,1.18606375092661e-05,2.07152992842864e-05,1.15362430301865e-05
"gentes",0,0,0,7.66482579902493e-05,0,0
"genève",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.0763314747164e-05
"geocentric",0,0,0,1.53296515980499e-05,0,0
"geochemical",0,0,0,5.93031875463306e-05,4.14305985685728e-05,3.8454143433955e-05
"geochemically",0,0,0,1.53296515980499e-05,0,0
"geochemie",0,0,0,1.53296515980499e-05,0,0
"geochemists",0,0,0,1.53296515980499e-05,0,0
"geodetic",0,0,0,1.18606375092661e-05,1.55364744632148e-05,3.8454143433955e-06
"geodynamic",0,0,0,5.93031875463306e-06,1.03576496421432e-05,7.690828686791e-06
"geodynamics",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
